Train Number,Boarding Station,Destination,Date of Journey,Booking Date,Class,Total Seats in Class,Type of Waiting List,Booking Status,Maximum Waiting,festival,Holidays,status before three weeks,status before two weeks,status before one week,status before three days,status before one day,confirm
12655,ADI,BPP,11-12-2017,19-11-2017,SL,880,GNWL,61,108,1,0,55,50,46,36,34,0
12655,ADI,BZA,28-10-2017,04-09-2017,SL,880,GNWL,67,103,0,0,64,58,52,40,36,0
12655,ADI,ST,25-09-2017,19-07-2017,3A,216,RLWL,9,19,1,1,7,3,1,0,0,1
12655,ADI,MAS,06-09-2017,13-08-2017,3A,216,RLWL,14,26,1,0,13,10,6,0,0,1
12655,ADI,ST,26-07-2017,12-07-2017,3A,216,RLWL,45,48,0,0,41,38,36,34,32,0
12655,ADI,MAS,07-07-2017,25-04-2017,2A,182,GNWL,10,32,0,0,9,8,4,2,0,1
12655,ADI,BZA,24-07-2017,16-06-2017,3A,216,RLWL,48,53,0,0,47,44,43,42,38,0
12548,ADI,AF,12-12-2017,07-11-2017,SL,880,RLWL,50,98,1,1,47,45,35,33,20,0
12548,ADI,BTE,21-10-2017,04-08-2017,SL,880,GNWL,96,106,0,0,92,85,84,73,63,0
12548,ADI,BTE,06-11-2017,08-11-2017,SL,880,GNWL,55,70,1,1,47,46,36,28,17,0
12548,ADI,AF,03-12-2017,08-10-2017,3A,216,RLWL,27,36,0,0,24,20,16,12,11,0
12548,ADI,AF,26-11-2017,16-09-2017,3A,216,GNWL,35,47,1,0,31,26,23,18,13,0
12548,ADI,AF,16-08-2017,03-08-2017,SL,880,RLWL,16,40,1,0,9,7,6,4,0,1
12548,ADI,AF,28-10-2017,14-08-2017,3A,216,RLWL,6,55,0,0,5,0,0,0,0,1
12548,ADI,AF,29-07-2017,24-06-2017,2A,182,GNWL,9,18,0,0,8,7,3,0,0,1
12548,ADI,AF,07-09-2017,26-06-2017,2A,182,GNWL,3,18,0,1,1,0,0,0,0,1
12548,ADI,AF,07-07-2017,24-06-2017,3A,216,RLWL,29,42,0,1,27,24,20,14,8,0
12548,ADI,AF,16-07-2017,17-05-2017,SL,880,GNWL,74,85,0,1,66,58,51,47,45,0
12548,ADI,AF,26-12-2017,06-09-2017,SL,880,RLWL,89,89,1,0,81,76,66,65,63,0
12548,ADI,JP,22-10-2017,26-10-2017,SL,880,RLWL,29,38,1,1,22,21,18,8,0,1
12548,ADI,AF,23-10-2017,17-08-2017,3A,216,RLWL,7,45,0,1,6,4,0,0,0,1
12548,ADI,AF,11-11-2017,09-09-2017,2A,182,GNWL,6,11,1,0,4,2,0,0,0,1
12548,ADI,AF,26-10-2017,09-07-2017,3A,216,RLWL,43,48,0,0,40,36,34,29,26,0
12548,ADI,JP,08-10-2017,08-06-2017,SL,880,RLWL,84,100,0,0,81,78,68,66,54,0
12548,ADI,AF,22-12-2017,14-11-2017,3A,216,GNWL,16,46,0,0,13,12,10,6,3,1
12548,ADI,AF,13-12-2017,12-10-2017,SL,880,RLWL,23,27,0,1,20,12,10,5,0,1
12548,ADI,AF,17-08-2017,23-05-2017,3A,216,GNWL,33,51,0,0,29,26,22,20,19,0
12548,ADI,BTE,25-09-2017,21-07-2017,3A,216,RLWL,16,19,1,0,13,12,10,8,3,1
12548,ADI,AF,11-10-2017,04-10-2017,SL,880,GNWL,71,95,0,0,67,63,55,54,50,0
12548,ADI,AF,02-11-2017,16-09-2017,2A,182,GNWL,7,8,1,0,6,3,2,0,0,1
12548,ADI,JP,20-11-2017,06-08-2017,SL,880,RLWL,9,22,1,0,4,0,0,0,0,1
12548,ADI,JP,15-12-2017,16-09-2017,SL,880,GNWL,52,62,0,1,45,37,32,21,10,1
12548,ADI,JP,23-08-2017,04-06-2017,1A,10,RLWL,1,11,1,0,0,0,0,0,0,1
12548,ADI,AF,23-08-2017,28-08-2017,3A,216,RLWL,30,47,1,0,27,24,20,14,11,0
12548,ADI,AF,28-12-2017,06-10-2017,SL,880,RLWL,53,67,1,1,48,42,39,37,35,0
12548,ADI,AF,20-08-2017,01-07-2017,SL,880,RLWL,42,98,0,0,39,35,26,18,8,1
12548,ADI,AF,21-12-2017,25-10-2017,SL,880,GNWL,46,108,1,0,40,32,25,21,8,1
12548,ADI,AF,12-09-2017,15-08-2017,SL,880,RLWL,76,101,0,1,68,67,62,51,39,0
12548,ADI,AF,30-08-2017,17-05-2017,SL,880,GNWL,84,102,1,0,81,78,76,65,64,0
12548,ADI,AF,17-11-2017,24-09-2017,3A,216,RLWL,41,55,0,1,38,33,32,26,22,0
12490,ADI,JU,23-12-2017,18-11-2017,SL,880,GNWL,59,108,1,0,56,50,41,36,30,0
12490,ADI,MKSR,10-07-2017,14-06-2017,SL,880,GNWL,20,43,0,0,19,14,13,7,4,1
12490,ADI,MBNL,03-07-2017,15-04-2017,SL,880,RLWL,26,45,1,0,18,12,8,2,0,1
12480,ADI,PMY,30-10-2017,03-07-2017,1A,10,GNWL,18,21,1,0,17,15,14,12,10,0
12480,ADI,JU,09-11-2017,21-10-2017,2A,182,GNWL,11,15,1,0,9,7,4,3,0,1
12480,ADI,LUNI,21-12-2017,26-09-2017,SL,880,GNWL,84,84,1,0,81,79,75,64,55,0
12480,ADI,JU,14-07-2017,16-06-2017,3A,216,RLWL,47,53,0,0,44,39,38,37,34,0
12480,ADI,JU,15-08-2017,10-08-2017,3A,216,GNWL,38,41,0,1,34,29,24,22,17,0
12480,ADI,JU,29-07-2017,26-04-2017,SL,880,RLWL,58,107,1,0,53,51,45,43,36,0
12480,ADI,JU,20-10-2017,13-07-2017,3A,216,GNWL,23,54,0,1,19,15,10,8,3,0
12480,ADI,JU,23-11-2017,01-10-2017,3A,216,GNWL,40,47,0,0,36,35,34,33,30,0
12480,ADI,LUNI,02-10-2017,07-07-2017,2A,182,RLWL,7,20,1,1,5,4,1,0,0,1
12480,ADI,FA,04-09-2017,20-08-2017,3A,216,RLWL,4,29,1,0,0,0,0,0,0,1
12480,ADI,JU,22-07-2017,26-05-2017,2A,182,RLWL,10,11,0,0,9,6,5,3,0,1
12480,ADI,MJ,11-11-2017,01-10-2017,2A,182,GNWL,1,24,0,1,0,0,0,0,0,1
12480,ADI,JU,22-11-2017,15-10-2017,SL,880,GNWL,91,94,0,1,86,78,77,69,59,0
12480,ADI,LUNI,07-11-2017,24-09-2017,SL,880,GNWL,91,99,0,1,87,86,81,76,66,0
12480,ADI,JU,07-11-2017,07-09-2017,SL,880,GNWL,37,81,0,1,35,29,19,16,5,1
12480,ADI,ABR,19-08-2017,17-05-2017,SL,880,GNWL,92,92,1,0,84,80,75,66,55,0
12480,ADI,JU,19-12-2017,13-11-2017,SL,880,GNWL,30,82,1,0,27,20,11,5,0,1
12480,ADI,PMY,19-11-2017,29-10-2017,3A,216,RLWL,20,26,0,0,16,15,11,9,3,0
12479,ADI,BVI,02-10-2017,06-10-2017,SL,880,GNWL,54,57,0,0,50,48,41,30,27,0
12477,ADI,KOTA,29-08-2017,05-07-2017,3A,216,GNWL,22,43,1,0,18,17,16,15,12,0
12477,ADI,NDLS,01-08-2017,25-06-2017,SL,880,GNWL,4,37,0,0,3,0,0,0,0,1
12475,ADI,UMB,15-09-2017,29-07-2017,SL,880,GNWL,82,88,1,0,79,70,61,56,46,0
12473,ADI,UMB,21-07-2017,12-07-2017,SL,880,RLWL,28,85,1,0,24,21,11,2,0,1
12473,ADI,KTHU,24-09-2017,09-08-2017,SL,880,GNWL,37,37,1,0,36,29,24,17,16,0
12473,ADI,UMB,07-10-2017,24-07-2017,3A,216,GNWL,8,52,0,1,7,5,3,0,0,1
12473,ADI,JRC,25-09-2017,15-07-2017,SL,880,RLWL,72,110,1,1,64,62,60,53,44,0
12297,ADI,PUNE,16-09-2017,22-09-2017,SL,880,RLWL,30,42,1,0,25,16,7,0,0,1
12297,ADI,PUNE,30-08-2017,17-06-2017,SL,880,RLWL,83,103,0,1,79,71,67,57,45,0
12297,ADI,PUNE,15-10-2017,16-07-2017,2A,182,GNWL,27,27,0,0,25,24,21,20,18,0
12297,ADI,PUNE,28-10-2017,17-09-2017,3A,216,GNWL,29,29,0,0,28,23,18,17,11,0
12297,ADI,PUNE,23-10-2017,02-08-2017,SL,880,RLWL,35,93,0,1,31,25,21,18,17,0
12297,ADI,PUNE,01-08-2017,10-08-2017,SL,880,RLWL,76,79,1,0,74,72,69,58,49,0
12297,ADI,PUNE,25-11-2017,03-10-2017,SL,880,GNWL,3,40,1,1,0,0,0,0,0,1
12297,ADI,PUNE,24-09-2017,17-08-2017,1A,10,RLWL,5,20,1,1,4,2,1,0,0,1
12297,ADI,PUNE,06-11-2017,01-09-2017,SL,880,RLWL,72,101,1,1,64,62,61,56,46,0
12297,ADI,PUNE,30-12-2017,21-10-2017,SL,880,GNWL,6,46,1,0,0,0,0,0,0,1
12297,ADI,PUNE,03-12-2017,11-10-2017,3A,216,RLWL,25,45,0,0,23,21,16,11,5,0
12297,ADI,PUNE,24-12-2017,23-09-2017,3A,216,GNWL,2,36,1,0,0,0,0,0,0,1
12297,ADI,PUNE,21-12-2017,05-09-2017,2A,182,RLWL,11,33,0,1,10,9,7,3,0,1
12268,ADI,BCT,20-08-2017,15-06-2017,3A,216,RLWL,48,55,1,0,45,41,40,38,35,0
12268,ADI,BCT,24-08-2017,12-07-2017,3A,216,GNWL,48,54,1,1,47,44,39,38,34,0
12268,ADI,BCT,18-11-2017,16-08-2017,1A,10,RLWL,1,3,0,1,0,0,0,0,0,1
12268,ADI,BCT,04-09-2017,24-08-2017,3A,216,GNWL,39,51,0,1,37,36,34,33,31,0
12268,ADI,BCT,28-11-2017,21-09-2017,SL,880,RLWL,11,92,0,1,6,2,0,0,0,1
12268,ADI,BCT,09-09-2017,25-09-2017,3A,216,GNWL,43,55,1,1,39,37,35,29,23,0
12268,ADI,BCT,04-09-2017,18-06-2017,3A,216,GNWL,18,53,1,0,16,14,12,7,5,0
12268,ADI,BCT,07-10-2017,29-08-2017,SL,880,GNWL,8,41,0,0,2,0,0,0,0,1
12268,ADI,BCT,19-09-2017,05-06-2017,SL,880,GNWL,32,92,0,0,25,19,12,3,0,1
12268,ADI,BCT,23-11-2017,06-10-2017,2A,182,RLWL,17,18,0,0,15,13,10,8,4,0
12268,ADI,BCT,15-09-2017,24-07-2017,SL,880,RLWL,86,100,0,0,82,76,72,61,59,0
12268,ADI,BCT,23-08-2017,25-05-2017,SL,880,RLWL,39,45,0,1,32,29,25,19,11,0
12268,ADI,BCT,02-08-2017,12-05-2017,3A,216,GNWL,43,49,1,0,39,34,31,25,21,0
12268,ADI,BCT,01-12-2017,05-12-2017,SL,880,GNWL,76,95,1,1,74,67,65,58,51,0
12268,ADI,BCT,03-08-2017,17-08-2017,3A,216,GNWL,10,31,0,0,8,4,0,0,0,1
12268,ADI,BCT,23-10-2017,13-08-2017,SL,880,GNWL,21,32,1,0,18,13,5,0,0,1
12268,ADI,BCT,08-08-2017,24-05-2017,SL,880,RLWL,27,66,1,1,21,18,13,8,1,1
12268,ADI,BCT,21-08-2017,15-07-2017,SL,880,RLWL,39,103,1,1,35,26,17,16,3,1
12268,ADI,BCT,15-12-2017,07-11-2017,3A,216,RLWL,41,55,0,0,40,39,38,35,34,0
12268,ADI,BCT,09-12-2017,30-11-2017,3A,216,GNWL,16,25,0,0,13,9,6,3,0,1
12268,ADI,BCT,25-11-2017,23-08-2017,3A,216,GNWL,22,25,1,0,20,16,14,11,5,0
12268,ADI,BCT,24-09-2017,14-06-2017,2A,182,RLWL,11,30,0,1,9,7,5,3,1,1
12268,ADI,BCT,19-08-2017,01-07-2017,1A,10,GNWL,8,8,0,0,7,6,4,2,0,1
12268,ADI,BCT,17-07-2017,24-04-2017,SL,880,RLWL,87,102,0,1,84,83,76,69,60,0
12268,ADI,BCT,15-08-2017,29-05-2017,SL,880,RLWL,85,101,0,1,81,74,64,55,42,0
12268,ADI,BCT,23-11-2017,18-10-2017,2A,182,RLWL,28,30,1,0,26,25,24,22,18,0
12216,ADI,DEE,24-08-2017,03-07-2017,SL,880,RLWL,28,59,0,0,20,17,8,0,0,1
12216,ADI,AII,10-12-2017,16-09-2017,2A,182,RLWL,30,31,0,0,29,27,24,23,22,0
12216,ADI,JP,17-07-2017,12-04-2017,SL,880,GNWL,1,31,0,0,0,0,0,0,0,1
12216,ADI,JP,26-07-2017,12-05-2017,2A,182,RLWL,29,31,1,0,27,24,23,20,15,0
12216,ADI,DEE,01-11-2017,19-11-2017,SL,880,RLWL,71,71,0,0,68,64,54,46,45,0
12216,ADI,DEE,03-11-2017,14-10-2017,2A,182,RLWL,17,33,1,0,15,14,10,6,4,0
12216,ADI,DEE,03-08-2017,26-08-2017,2A,182,GNWL,17,17,0,1,16,13,11,10,6,0
12216,ADI,JP,20-11-2017,28-08-2017,SL,880,RLWL,62,103,0,1,58,51,42,35,25,0
12216,ADI,RE,09-11-2017,10-08-2017,1A,10,GNWL,2,15,1,0,1,0,0,0,0,1
12216,ADI,JP,18-09-2017,03-06-2017,3A,216,GNWL,49,50,0,0,47,43,41,35,33,0
12216,ADI,DEE,14-08-2017,30-08-2017,1A,10,GNWL,13,22,0,1,12,10,8,7,6,0
12216,ADI,AWR,12-12-2017,29-10-2017,2A,182,GNWL,23,32,0,1,22,21,18,14,13,0
12216,ADI,JP,10-08-2017,16-07-2017,SL,880,GNWL,42,92,1,0,39,32,25,15,7,0
12216,ADI,GGN,21-10-2017,05-09-2017,SL,880,RLWL,29,68,1,1,26,18,16,11,5,1
12216,ADI,JP,29-08-2017,07-06-2017,SL,880,RLWL,68,100,0,1,60,52,49,46,40,0
12216,ADI,JP,14-09-2017,05-09-2017,SL,880,GNWL,12,58,1,1,4,0,0,0,0,1
12216,ADI,AII,16-09-2017,23-09-2017,SL,880,RLWL,20,53,1,0,19,12,11,1,0,1
12216,ADI,GGN,19-07-2017,01-05-2017,3A,216,GNWL,21,34,0,0,19,17,14,12,11,0
12215,ADI,BDTS,24-07-2017,20-06-2017,SL,880,RLWL,85,85,0,1,78,76,68,67,60,0
12010,ADI,BCT,12-10-2017,25-10-2017,3A,216,RLWL,32,39,1,0,31,27,26,21,17,0
12010,ADI,BCT,18-09-2017,22-07-2017,3A,216,GNWL,26,53,0,1,23,20,15,12,11,0
12010,ADI,BCT,09-07-2017,19-05-2017,SL,880,RLWL,46,107,1,1,38,35,32,21,17,0
12010,ADI,BCT,22-07-2017,16-06-2017,2A,182,RLWL,10,17,0,1,8,7,4,0,0,1
12010,ADI,BCT,17-09-2017,11-08-2017,SL,880,RLWL,16,50,0,0,13,10,3,0,0,1
12010,ADI,BCT,25-08-2017,05-08-2017,3A,216,GNWL,41,46,0,1,39,34,31,26,25,0
11465,ADI,BPL,21-07-2017,17-04-2017,3A,216,GNWL,43,46,0,1,42,41,37,33,30,0
11465,ADI,BPL,24-11-2017,18-08-2017,SL,880,GNWL,4,77,0,1,0,0,0,0,0,1
11465,ADI,BPL,08-08-2017,12-08-2017,SL,880,RLWL,39,101,0,1,35,27,25,20,16,0
11465,ADI,JBP,30-10-2017,14-08-2017,SL,880,GNWL,68,72,1,0,60,56,48,40,39,0
11465,ADI,BPL,12-09-2017,24-07-2017,SL,880,GNWL,40,52,1,1,34,25,17,14,2,1
11465,ADI,BPL,18-08-2017,13-06-2017,3A,216,GNWL,11,52,1,0,7,3,0,0,0,1
11465,ADI,JBP,20-08-2017,09-07-2017,SL,880,GNWL,90,100,0,0,88,86,82,76,75,0
11465,ADI,SGO,29-11-2017,19-11-2017,SL,880,GNWL,4,96,1,0,0,0,0,0,0,1
11465,ADI,KTE,23-09-2017,06-07-2017,SL,880,RLWL,72,101,0,1,71,66,56,46,37,0
11465,ADI,BPL,28-08-2017,02-07-2017,3A,216,GNWL,2,4,0,1,0,0,0,0,0,1
11463,ADI,BPL,13-10-2017,22-07-2017,3A,216,GNWL,5,39,1,0,3,1,0,0,0,1
11463,ADI,BPL,07-09-2017,12-07-2017,2A,182,RLWL,22,25,1,0,21,18,14,10,7,0
11463,ADI,BPL,21-08-2017,02-06-2017,SL,880,RLWL,77,104,1,0,72,66,56,51,41,0
11463,ADI,BPL,22-12-2017,21-12-2017,3A,216,RLWL,9,48,1,0,8,6,2,0,0,1
11463,ADI,BPL,24-07-2017,11-06-2017,1A,10,GNWL,11,17,0,1,10,8,7,6,4,0
11463,ADI,BPL,19-11-2017,10-11-2017,2A,182,GNWL,13,22,0,1,12,10,8,5,2,1
11463,ADI,BPL,05-11-2017,22-10-2017,SL,880,RLWL,72,100,1,0,70,61,59,55,46,0
11463,ADI,BPL,26-10-2017,10-10-2017,SL,880,RLWL,33,49,1,1,26,19,14,10,4,1
11463,ADI,JBP,23-09-2017,27-09-2017,2A,182,GNWL,2,8,1,1,1,0,0,0,0,1
11463,ADI,HBJ,16-10-2017,24-09-2017,1A,10,RLWL,5,16,0,1,4,2,0,0,0,1
11463,ADI,BPL,09-08-2017,18-05-2017,SL,880,RLWL,27,98,1,0,23,15,11,0,0,1
11463,ADI,ET,14-11-2017,27-11-2017,2A,182,GNWL,19,31,1,1,18,17,13,11,10,0
11463,ADI,JBP,30-10-2017,08-08-2017,SL,880,GNWL,77,77,0,0,71,68,63,57,56,0
11463,ADI,PPI,27-08-2017,24-07-2017,3A,216,RLWL,31,46,1,0,29,26,23,20,17,0
11463,ADI,BPL,10-07-2017,24-06-2017,3A,216,GNWL,15,26,0,0,11,6,2,0,0,1
11463,ADI,BPL,14-07-2017,01-04-2017,SL,880,GNWL,99,100,0,1,94,85,83,76,74,0
11453,ADI,BD,25-10-2017,27-07-2017,SL,880,GNWL,86,102,1,1,79,72,66,60,54,0
11453,ADI,WR,28-11-2017,26-10-2017,2A,182,GNWL,6,11,1,1,4,3,2,0,0,1
11453,ADI,NGP,06-12-2017,14-10-2017,SL,880,GNWL,24,83,1,0,23,21,20,8,6,1
11453,ADI,BD,29-10-2017,01-08-2017,SL,880,RLWL,14,37,1,1,10,2,0,0,0,1
11453,ADI,NGP,13-07-2017,13-06-2017,3A,216,RLWL,34,44,0,0,32,31,26,24,21,0
11453,ADI,BD,10-12-2017,14-10-2017,1A,10,RLWL,13,21,0,0,12,10,8,7,6,0
11453,ADI,NGP,06-10-2017,20-08-2017,1A,10,GNWL,19,22,0,0,18,16,14,12,10,0
11453,ADI,MKU,24-08-2017,02-06-2017,3A,216,GNWL,10,52,0,0,8,7,6,1,0,1
11453,ADI,AK,23-12-2017,10-10-2017,2A,182,RLWL,19,28,1,1,18,16,14,13,11,0
11453,ADI,BD,17-08-2017,26-05-2017,2A,182,GNWL,19,24,0,0,18,17,14,13,9,0
11453,ADI,NGP,16-11-2017,17-09-2017,SL,880,RLWL,58,94,1,1,56,55,51,46,45,0
11453,ADI,JL,12-07-2017,02-06-2017,SL,880,RLWL,44,95,0,0,42,41,36,29,18,0
11453,ADI,BD,08-09-2017,23-06-2017,SL,880,GNWL,50,66,1,1,47,46,39,35,34,0
11453,ADI,NGP,24-12-2017,08-09-2017,1A,10,GNWL,19,22,0,1,18,17,16,14,12,0
11453,ADI,NGP,30-10-2017,15-07-2017,SL,880,RLWL,27,53,1,0,20,14,7,0,0,1
11453,ADI,NGP,08-10-2017,15-10-2017,SL,880,GNWL,2,96,1,0,0,0,0,0,0,1
11453,ADI,WR,25-12-2017,27-12-2017,2A,182,RLWL,10,24,0,0,8,5,3,1,0,1
11453,ADI,BD,18-07-2017,06-04-2017,SL,880,RLWL,29,98,0,1,24,19,13,6,0,1
11095,ADI,PUNE,09-10-2017,24-08-2017,SL,880,RLWL,39,58,1,0,35,33,31,21,13,0
11095,ADI,PUNE,11-10-2017,13-10-2017,3A,216,RLWL,24,50,1,0,21,20,16,13,12,0
11095,ADI,PUNE,12-11-2017,24-08-2017,SL,880,GNWL,41,75,0,1,37,36,35,34,22,0
11095,ADI,PUNE,04-11-2017,29-11-2017,3A,216,GNWL,11,26,1,0,10,8,6,3,0,1
11095,ADI,PUNE,10-07-2017,18-06-2017,3A,216,GNWL,31,43,1,0,30,25,20,19,13,0
11095,ADI,PUNE,13-08-2017,07-06-2017,SL,880,RLWL,81,94,0,0,78,74,64,60,58,0
11095,ADI,PUNE,08-10-2017,02-08-2017,SL,880,RLWL,44,69,1,0,38,37,28,24,23,0
11092,ADI,BHUJ,20-12-2017,11-10-2017,SL,880,RLWL,21,30,1,0,13,10,0,0,0,1
11091,ADI,BH,22-12-2017,13-10-2017,3A,216,GNWL,35,35,1,1,31,26,22,19,15,0
11091,ADI,PUNE,26-07-2017,02-06-2017,2A,182,RLWL,10,22,0,0,9,8,4,2,0,1
11091,ADI,ST,13-07-2017,16-05-2017,SL,880,GNWL,84,109,1,1,80,76,69,63,62,0
11089,ADI,PUNE,01-11-2017,29-10-2017,2A,182,GNWL,22,29,0,1,20,18,16,13,12,0
11089,ADI,KYN,29-11-2017,06-11-2017,SL,880,RLWL,51,89,0,1,50,44,40,33,20,0
11089,ADI,PUNE,03-09-2017,28-06-2017,1A,10,GNWL,6,9,0,0,5,4,3,2,0,1
11089,ADI,PUNE,04-09-2017,20-07-2017,2A,182,RLWL,18,29,1,0,17,14,10,8,5,0
11089,ADI,PUNE,14-10-2017,21-08-2017,2A,182,GNWL,13,23,0,0,12,10,6,3,1,1
11089,ADI,PUNE,30-08-2017,24-05-2017,3A,216,GNWL,11,30,1,0,10,6,1,0,0,1
11087,ADI,PUNE,19-10-2017,19-08-2017,SL,880,GNWL,50,102,1,1,47,38,29,22,21,0
11087,ADI,PUNE,24-09-2017,01-06-2017,3A,216,GNWL,49,54,1,0,47,45,40,36,35,0
11087,ADI,PUNE,25-08-2017,04-08-2017,SL,880,GNWL,28,50,1,0,24,22,18,17,14,0
11087,ADI,PUNE,03-12-2017,22-10-2017,3A,216,RLWL,26,39,0,1,25,20,16,12,10,0
11087,ADI,PUNE,04-07-2017,18-07-2017,3A,216,GNWL,45,50,0,0,43,38,37,33,29,0
11087,ADI,PUNE,19-07-2017,26-05-2017,2A,182,RLWL,11,11,0,0,9,7,4,3,2,1
11049,ADI,KOP,06-11-2017,06-07-2017,SL,880,RLWL,67,87,0,0,60,57,48,46,37,0
11049,ADI,KOP,23-11-2017,23-07-2017,SL,880,RLWL,79,90,0,1,76,67,59,50,49,0
11049,ADI,MRJ,02-11-2017,29-08-2017,SL,880,GNWL,8,80,0,0,5,0,0,0,0,1
11049,ADI,PUNE,22-07-2017,15-07-2017,SL,880,GNWL,90,106,1,1,89,87,81,78,77,0
11049,ADI,KYN,02-10-2017,01-10-2017,SL,880,GNWL,80,107,1,0,72,66,61,56,54,0
11049,ADI,PUNE,11-07-2017,18-04-2017,2A,182,RLWL,1,8,1,1,0,0,0,0,0,1
11049,ADI,PUNE,16-11-2017,29-10-2017,SL,880,RLWL,74,90,0,0,66,62,57,47,38,0
11049,ADI,KOP,05-12-2017,02-12-2017,3A,216,RLWL,20,25,1,0,16,11,8,4,3,0
11049,ADI,KOP,05-12-2017,26-10-2017,SL,880,GNWL,86,90,0,1,80,75,65,59,46,0
11049,ADI,PUNE,09-12-2017,12-11-2017,SL,880,RLWL,45,66,0,1,39,33,27,16,14,0
9415,ADI,MAJN,23-10-2017,20-10-2017,1A,10,GNWL,1,20,0,1,0,0,0,0,0,1
58014,ADRA,HWH,14-09-2017,17-09-2017,SL,880,GNWL,2,35,1,1,0,0,0,0,0,1
22811,ADRA,NDLS,28-07-2017,16-07-2017,3A,216,RLWL,11,29,0,0,7,4,0,0,0,1
22644,ADRA,VSKP,05-09-2017,11-08-2017,2A,182,GNWL,25,27,0,0,24,23,19,15,12,0
22644,ADRA,VSKP,15-10-2017,20-10-2017,3A,216,RLWL,16,21,0,1,14,9,5,2,0,1
12950,ADRA,JSG,16-11-2017,24-08-2017,SL,880,GNWL,60,105,1,1,59,57,53,51,45,0
12815,ADRA,NDLS,02-12-2017,19-09-2017,SL,880,RLWL,12,49,0,0,7,6,0,0,0,1
12815,ADRA,NDLS,12-07-2017,10-07-2017,1A,10,RLWL,10,21,0,0,9,8,6,5,4,0
18181,ADTP,MSK,10-11-2017,20-10-2017,2A,182,GNWL,24,31,1,0,23,22,20,17,13,0
11004,ADVI,TNA,25-08-2017,11-07-2017,SL,880,RLWL,13,58,1,1,12,11,4,0,0,1
11004,ADVI,TNA,13-10-2017,03-08-2017,SL,880,RLWL,22,30,0,1,18,9,7,0,0,1
59812,AF,KOTA,11-11-2017,19-08-2017,3A,216,GNWL,6,30,1,1,2,0,0,0,0,1
59812,AF,KOTA,26-11-2017,23-08-2017,2A,182,GNWL,8,13,1,1,7,4,3,0,0,1
59812,AF,KOTA,13-09-2017,08-08-2017,2A,182,GNWL,14,21,0,0,12,11,9,8,6,0
59812,AF,KOTA,30-11-2017,23-08-2017,2A,182,RLWL,9,18,1,0,8,6,5,3,0,1
59812,AF,KOTA,29-07-2017,23-05-2017,3A,216,RLWL,10,47,0,0,7,5,4,3,0,1
59812,AF,KOTA,23-12-2017,10-09-2017,2A,182,GNWL,18,21,0,1,16,15,14,10,8,0
59812,AF,KOTA,05-11-2017,22-09-2017,SL,880,GNWL,74,83,0,1,70,68,59,47,37,0
59812,AF,KOTA,13-07-2017,02-06-2017,3A,216,GNWL,14,39,1,0,13,10,6,5,3,0
22308,AF,HWH,14-08-2017,26-07-2017,SL,880,GNWL,39,94,0,0,35,30,28,24,12,0
19039,AF,PPC,08-08-2017,21-08-2017,1A,10,RLWL,16,22,0,1,15,14,13,11,9,0
19039,AF,PPC,01-12-2017,23-10-2017,2A,182,RLWL,27,32,1,1,25,23,19,17,14,0
19039,AF,GKP,28-08-2017,29-06-2017,3A,216,GNWL,15,43,0,0,11,6,1,0,0,1
19039,AF,CNB,28-12-2017,22-11-2017,SL,880,RLWL,56,71,0,1,48,39,38,35,31,0
19039,AF,PPC,17-10-2017,24-08-2017,SL,880,RLWL,22,45,0,1,19,18,16,10,8,1
19037,AF,GKP,09-09-2017,10-09-2017,SL,880,GNWL,52,81,0,1,44,43,35,23,11,1
19037,AF,GKP,03-07-2017,16-05-2017,SL,880,RLWL,99,106,0,0,97,88,85,80,67,0
19037,AF,GKP,20-12-2017,23-11-2017,2A,182,GNWL,1,7,0,1,0,0,0,0,0,1
19037,AF,GKP,10-10-2017,20-10-2017,3A,216,RLWL,10,23,1,0,8,5,4,0,0,1
19037,AF,BST,27-10-2017,17-09-2017,SL,880,GNWL,46,59,0,0,39,30,20,18,7,1
15667,AF,LKO,01-11-2017,05-11-2017,1A,10,GNWL,7,7,0,0,6,4,2,0,0,1
15667,AF,LKO,11-08-2017,27-06-2017,3A,216,GNWL,7,7,1,0,4,1,0,0,0,1
15635,AF,GHY,23-11-2017,18-11-2017,1A,10,RLWL,17,17,1,1,16,15,14,12,10,0
14866,AF,PBH,28-07-2017,26-07-2017,SL,880,RLWL,14,104,0,1,6,0,0,0,0,1
14866,AF,LKO,29-11-2017,27-11-2017,3A,216,GNWL,40,55,1,0,38,37,33,27,24,0
14864,AF,LKO,25-11-2017,25-07-2017,SL,880,RLWL,60,90,0,1,59,55,54,52,46,0
14864,AF,LKO,13-11-2017,25-09-2017,3A,216,GNWL,23,46,0,0,19,17,14,11,5,0
14864,AF,LKO,30-07-2017,08-04-2017,SL,880,GNWL,5,101,1,0,3,0,0,0,0,1
14864,AF,CNB,23-10-2017,08-09-2017,3A,216,RLWL,47,47,1,0,43,40,35,30,24,0
14863,AF,GOTN,30-10-2017,16-09-2017,SL,880,GNWL,5,12,1,0,4,1,0,0,0,1
14854,AF,BSB,09-07-2017,21-05-2017,SL,880,GNWL,78,103,1,1,71,67,65,58,54,0
14854,AF,SHG,24-12-2017,28-09-2017,SL,880,RLWL,89,102,0,0,81,75,71,59,54,0
14854,AF,BSB,12-10-2017,01-09-2017,3A,216,GNWL,23,29,0,0,20,15,12,10,7,0
